THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 30 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1500.0
WAREHOUSE VEHICLE CAPACITY: 600.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 37.0, 964.0, 0.0, 3.0, 434.0, 30.0, 3000.0, 868.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 467.0, 581.0, 0.0, 6.0, 160.0
2, 75.0, 784.0, 0.0, 4.0, 160.0
3, 32.0, 562.0, 0.0, 5.0, 160.0
4, 123.0, 116.0, 0.0, 5.0, 160.0
5, 333.0, 64.0, 0.0, 6.0, 160.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 454.0, 124.0, 23.0, 7.0, 92.0, 23.0
7, 368.0, 338.0, 28.0, 7.0, 56.0, 14.0
8, 381.0, 178.0, 12.0, 10.0, 24.0, 6.0
9, 486.0, 142.0, 7.0, 9.0, 28.0, 7.0
10, 459.0, 263.0, 13.0, 7.0, 52.0, 13.0
11, 339.0, 123.0, 16.0, 9.0, 64.0, 16.0
12, 323.0, 492.0, 28.0, 10.0, 56.0, 14.0
13, 252.0, 290.0, 11.0, 8.0, 44.0, 11.0
14, 298.0, 191.0, 44.0, 9.0, 88.0, 22.0
15, 450.0, 371.0, 19.0, 9.0, 76.0, 19.0
16, 334.0, 419.0, 18.0, 9.0, 36.0, 9.0
17, 430.0, 331.0, 42.0, 10.0, 84.0, 21.0
18, 429.0, 97.0, 6.0, 7.0, 24.0, 6.0
19, 305.0, 458.0, 42.0, 7.0, 84.0, 21.0
20, 432.0, 50.0, 50.0, 7.0, 100.0, 25.0
21, 283.0, 835.0, 9.0, 6.0, 36.0, 9.0
22, 281.0, 741.0, 10.0, 9.0, 40.0, 10.0
23, 450.0, 669.0, 20.0, 8.0, 40.0, 10.0
24, 351.0, 960.0, 5.0, 9.0, 20.0, 5.0
25, 365.0, 506.0, 32.0, 9.0, 64.0, 16.0
26, 260.0, 581.0, 16.0, 10.0, 32.0, 8.0
27, 404.0, 615.0, 16.0, 7.0, 64.0, 16.0
28, 399.0, 716.0, 34.0, 8.0, 68.0, 17.0
29, 379.0, 704.0, 14.0, 6.0, 56.0, 14.0
30, 123.0, 675.0, 25.0, 8.0, 100.0, 25.0
31, 230.0, 912.0, 46.0, 9.0, 92.0, 23.0
32, 232.0, 611.0, 7.0, 9.0, 28.0, 7.0
33, 55.0, 461.0, 16.0, 9.0, 32.0, 8.0
34, 163.0, 253.0, 20.0, 7.0, 80.0, 20.0
35, 17.0, 204.0, 38.0, 10.0, 76.0, 19.0
